Success,Tactic,Technique-name,ability-name,Technique-id,operation_fname,adversary_id,atomic_ordering,NAME
Initial-Success,defense-evasion,defense-evasion :: Obfuscated Files or Information,defense-evasion :: ['Execute base64-encoded PowerShell from Windows Registry'],defense-evasion :: T1027,operation__atomic_windows_depfalse_pshtrue__t1027__defense-evasion__obfuscated_files_or_information__89a4fca013d3d39fc4effb1f6c8a8d74__SAVED_2024-03-06_213943,atomic_windows_depfalse_pshtrue__t1027__defense-evasion__obfuscated_files_or_information__89a4fca013d3d39fc4effb1f6c8a8d74,['89a4fca013d3d39fc4effb1f6c8a8d74'],['Execute base64-encoded PowerShell from Windows Registry']
Initial-Success,defense-evasion,defense-evasion :: HTML Smuggling,defense-evasion :: ['HTML Smuggling Remote Payload'],defense-evasion :: T1027.006,operation__atomic_windows_depfalse_pshtrue__t1027_006__defense-evasion__html_smuggling__a96a64caf38bca14cef902e999bb6b98__SAVED_2024-03-06_211943,atomic_windows_depfalse_pshtrue__t1027_006__defense-evasion__html_smuggling__a96a64caf38bca14cef902e999bb6b98,['a96a64caf38bca14cef902e999bb6b98'],['HTML Smuggling Remote Payload']
Initial-Success,lateral-movement,lateral-movement :: Remote Services: Distributed Component Object Model,lateral-movement :: ['PowerShell Lateral Movement using MMC20'],lateral-movement :: T1021.003,operation__atomic_windows_depfalse_pshtrue__t1021_003__lateral-movement__remote_services-_distributed_component_object_model__68df771632fd6216858edd20458ee5bb__SAVED_2024-03-06_204623,atomic_windows_depfalse_pshtrue__t1021_003__lateral-movement__remote_services-_distributed_component_object_model__68df771632fd6216858edd20458ee5bb,['68df771632fd6216858edd20458ee5bb'],['PowerShell Lateral Movement using MMC20']
Initial-Success,lateral-movement,lateral-movement :: Remote Services: SMB/Windows Admin Shares,lateral-movement :: ['Map Admin Share PowerShell'],lateral-movement :: T1021.002,"operation__atomic_windows_depfalse_pshtrue__t1021_002__lateral-movement__remote_services-_smb,windows_admin_shares__31a7326fcc56c71d97da23e3fe1ec364__SAVED_2024-03-06_203941","atomic_windows_depfalse_pshtrue__t1021_002__lateral-movement__remote_services-_smb,windows_admin_shares__31a7326fcc56c71d97da23e3fe1ec364",['31a7326fcc56c71d97da23e3fe1ec364'],['Map Admin Share PowerShell']
Initial-Success,lateral-movement,lateral-movement :: Remote Services: Remote Desktop Protocol,lateral-movement :: ['Changing RDP Port to Non Standard Port via Powershell'],lateral-movement :: T1021.001,operation__atomic_windows_depfalse_pshtrue__t1021_001__lateral-movement__remote_services-_remote_desktop_protocol__aabe23a58568de3f9cc40e42e5f1b223__SAVED_2024-03-06_203300,atomic_windows_depfalse_pshtrue__t1021_001__lateral-movement__remote_services-_remote_desktop_protocol__aabe23a58568de3f9cc40e42e5f1b223,['aabe23a58568de3f9cc40e42e5f1b223'],['Changing RDP Port to Non Standard Port via Powershell']
Initial-Success,discovery,discovery :: System Network Configuration Discovery,discovery :: ['List Open Egress Ports'],discovery :: T1016,operation__atomic_windows_depfalse_pshtrue__t1016__discovery__system_network_configuration_discovery__db1bb4f8462260edf0e7c4b892dd66ca__SAVED_2024-03-06_193327,atomic_windows_depfalse_pshtrue__t1016__discovery__system_network_configuration_discovery__db1bb4f8462260edf0e7c4b892dd66ca,['db1bb4f8462260edf0e7c4b892dd66ca'],['List Open Egress Ports']
Initial-Success,defense-evasion,defense-evasion :: Direct Volume Access,defense-evasion :: ['Read volume boot sector via DOS device path (PowerShell)'],defense-evasion :: T1006,operation__atomic_windows_depfalse_pshtrue__t1006__defense-evasion__direct_volume_access__80e752c5fc69a56ccb86bc90efc5eff6__SAVED_2024-03-06_191328,atomic_windows_depfalse_pshtrue__t1006__defense-evasion__direct_volume_access__80e752c5fc69a56ccb86bc90efc5eff6,['80e752c5fc69a56ccb86bc90efc5eff6'],['Read volume boot sector via DOS device path (PowerShell)']
Initial-Success,credential-access,credential-access :: OS Credential Dumping,credential-access :: ['Dump svchost.exe to gather RDP credentials'],credential-access :: T1003,operation__atomic_windows_depfalse_pshtrue__t1003__credential-access__os_credential_dumping__18f31c311ac208802e88ab8d5af8603e__SAVED_2024-03-06_183341,atomic_windows_depfalse_pshtrue__t1003__credential-access__os_credential_dumping__18f31c311ac208802e88ab8d5af8603e,['18f31c311ac208802e88ab8d5af8603e'],['Dump svchost.exe to gather RDP credentials']
Initial-Success,credential-access,credential-access :: OS Credential Dumping: NTDS,credential-access :: ['Create Volume Shadow Copy with Powershell'],credential-access :: T1003.003,operation__atomic_windows_depfalse_pshtrue__t1003_003__credential-access__os_credential_dumping-_ntds__6dc5c587fd22d65b81a443b7ce065ab1__SAVED_2024-03-06_182021,atomic_windows_depfalse_pshtrue__t1003_003__credential-access__os_credential_dumping-_ntds__6dc5c587fd22d65b81a443b7ce065ab1,['6dc5c587fd22d65b81a443b7ce065ab1'],['Create Volume Shadow Copy with Powershell']
Initial-Success,credential-access,credential-access :: OS Credential Dumping: Security Account Manager,credential-access :: ['dump volume shadow copy hives with System.IO.File'],credential-access :: T1003.002,operation__atomic_windows_depfalse_pshtrue__t1003_002__credential-access__os_credential_dumping-_security_account_manager__69219b448ba0a75bae573d58d8b6cf40__SAVED_2024-03-06_181343,atomic_windows_depfalse_pshtrue__t1003_002__credential-access__os_credential_dumping-_security_account_manager__69219b448ba0a75bae573d58d8b6cf40,['69219b448ba0a75bae573d58d8b6cf40'],['dump volume shadow copy hives with System.IO.File']
Initial-Success,credential-access,credential-access :: OS Credential Dumping: Security Account Manager,credential-access :: ['WinPwn - Loot local Credentials - Dump SAM-File for NTLM Hashes'],credential-access :: T1003.002,operation__atomic_windows_depfalse_pshtrue__t1003_002__credential-access__os_credential_dumping-_security_account_manager__1ae855684c48448c29ad04858bbe5a2a__SAVED_2024-03-06_180026,atomic_windows_depfalse_pshtrue__t1003_002__credential-access__os_credential_dumping-_security_account_manager__1ae855684c48448c29ad04858bbe5a2a,['1ae855684c48448c29ad04858bbe5a2a'],['WinPwn - Loot local Credentials - Dump SAM-File for NTLM Hashes']
Initial-Success,credential-access,credential-access :: OS Credential Dumping: LSASS Memory,credential-access :: ['Powershell Mimikatz'],credential-access :: T1003.001,operation__atomic_windows_depfalse_pshtrue__t1003_001__credential-access__os_credential_dumping-_lsass_memory__82dcefb5c3512d73bf2248cb0127c4ae__SAVED_2024-03-06_174028,atomic_windows_depfalse_pshtrue__t1003_001__credential-access__os_credential_dumping-_lsass_memory__82dcefb5c3512d73bf2248cb0127c4ae,['82dcefb5c3512d73bf2248cb0127c4ae'],['Powershell Mimikatz']
Initial-Success,credential-access,credential-access :: OS Credential Dumping: LSASS Memory,credential-access :: ['Dump LSASS.exe using imported Microsoft DLLs'],credential-access :: T1003.001,operation__atomic_windows_depfalse_pshtrue__t1003_001__credential-access__os_credential_dumping-_lsass_memory__36fc42ced381416ca7d5d7af0ee0561b__SAVED_2024-03-06_172710,atomic_windows_depfalse_pshtrue__t1003_001__credential-access__os_credential_dumping-_lsass_memory__36fc42ced381416ca7d5d7af0ee0561b,['36fc42ced381416ca7d5d7af0ee0561b'],['Dump LSASS.exe using imported Microsoft DLLs']
Initial-Success,credential-access,credential-access :: OS Credential Dumping: LSASS Memory,credential-access :: ['Dump LSASS.exe Memory using comsvcs.dll'],credential-access :: T1003.001,operation__atomic_windows_depfalse_pshtrue__t1003_001__credential-access__os_credential_dumping-_lsass_memory__35d92515122effdd73801c6ac3021da7__SAVED_2024-03-06_172031,atomic_windows_depfalse_pshtrue__t1003_001__credential-access__os_credential_dumping-_lsass_memory__35d92515122effdd73801c6ac3021da7,['35d92515122effdd73801c6ac3021da7'],['Dump LSASS.exe Memory using comsvcs.dll']
Fixed,defense-evasion,defense-evasion :: Impair Defenses: Disable or Modify Tools,defense-evasion :: ['Bypass ExecutionPolicy'],defense-evasion :: T1562.001,operation__stockpile_windows_depfalse_pshtrue__t1562_001__defense-evasion__impair_defenses-_disable_or_modify_tools__3864fd22-5c63-41c9-bdbc-a66b5ffa3f5e__SAVED_2024-03-10_111606,stockpile_windows_depfalse_pshtrue__t1562_001__defense-evasion__impair_defenses-_disable_or_modify_tools__3864fd22-5c63-41c9-bdbc-a66b5ffa3f5e,['3864fd22-5c63-41c9-bdbc-a66b5ffa3f5e'],['Bypass ExecutionPolicy']
Fixed,command-and-control,command-and-control :: Protocol Tunneling,command-and-control :: ['DNS over HTTPS Regular Beaconing'],command-and-control :: T1572,operation__atomic_windows_depfalse_pshtrue__t1572__command-and-control__protocol_tunneling__45f462c09f28d5b0819af7b1ed0913e1__SAVED_2024-03-09_112621,atomic_windows_depfalse_pshtrue__t1572__command-and-control__protocol_tunneling__45f462c09f28d5b0819af7b1ed0913e1,['45f462c09f28d5b0819af7b1ed0913e1'],['DNS over HTTPS Long Domain Query']
Fixed,defense-evasion,defense-evasion :: Impair Defenses: Disable or Modify Tools,defense-evasion :: ['Tamper with Windows Defender Evade Scanning -Process'],defense-evasion :: T1562.001,operation__atomic_windows_depfalse_pshtrue__t1562_001__defense-evasion__impair_defenses-_disable_or_modify_tools__cb6e6c7e18aba2207c696368f8edb23a__SAVED_2024-03-09_070941,atomic_windows_depfalse_pshtrue__t1562_001__defense-evasion__impair_defenses-_disable_or_modify_tools__cb6e6c7e18aba2207c696368f8edb23a,['cb6e6c7e18aba2207c696368f8edb23a'],['LockBit Black - Disable Privacy Settings Experience Using Registry -Powershell']
Fixed,defense-evasion,defense-evasion :: Impair Defenses: Disable or Modify Tools,defense-evasion :: ['Uninstall Crowdstrike Falcon on Windows'],defense-evasion :: T1562.001,operation__atomic_windows_depfalse_pshtrue__t1562_001__defense-evasion__impair_defenses-_disable_or_modify_tools__4df316c222125fe7372723c5b3434977__SAVED_2024-03-09_060805,atomic_windows_depfalse_pshtrue__t1562_001__defense-evasion__impair_defenses-_disable_or_modify_tools__4df316c222125fe7372723c5b3434977,['4df316c222125fe7372723c5b3434977'],['Lockbit Black - Use Registry Editor to turn on automatic logon -Powershell']
Fixed,multiple,multiple ::  Modify Authentication Process: Password Filter DLL,multiple :: ['Install and Register Password Filter DLL'],multiple :: T1556.002,operation__atomic_windows_depfalse_pshtrue__t1556_002__multiple__modify_authentication_process-_password_filter_dll__cc7f0eb8b9115b271eaaa42c9b6f3dca__SAVED_2024-03-09_032828,atomic_windows_depfalse_pshtrue__t1556_002__multiple__modify_authentication_process-_password_filter_dll__cc7f0eb8b9115b271eaaa42c9b6f3dca,['cc7f0eb8b9115b271eaaa42c9b6f3dca'],['Install and Register Password Filter DLL']
Fixed,credential-access,credential-access :: Credentials from Password Stores,credential-access :: ['Enumerate credentials from Windows Credential Manager using vaultcmd.exe [Web Credentials]'],credential-access :: T1555,operation__atomic_windows_depfalse_pshtrue__t1555__credential-access__credentials_from_password_stores__f6867f2b9b1b3c2eb733ad7ce7438f04__SAVED_2024-03-09_032148,atomic_windows_depfalse_pshtrue__t1555__credential-access__credentials_from_password_stores__f6867f2b9b1b3c2eb733ad7ce7438f04,['f6867f2b9b1b3c2eb733ad7ce7438f04'],['WinPwn - Loot local Credentials - Decrypt Teamviewer Passwords']
Fixed,credential-access,credential-access :: Credentials from Password Stores: Credentials from Web Browsers,credential-access :: ['BrowserStealer (Chrome / Firefox / Microsoft Edge)'],credential-access :: T1555.003,operation__atomic_windows_depfalse_pshtrue__t1555_003__credential-access__credentials_from_password_stores-_credentials_from_web_browsers__abeb340acb3e1236c6919339942e7c77__SAVED_2024-03-09_015452,atomic_windows_depfalse_pshtrue__t1555_003__credential-access__credentials_from_password_stores-_credentials_from_web_browsers__abeb340acb3e1236c6919339942e7c77,['abeb340acb3e1236c6919339942e7c77'],['WebBrowserPassView - Credentials from Browser']
Fixed,credential-access,credential-access :: Credentials from Password Stores: Credentials from Web Browsers,credential-access :: ['Stage Popular Credential Files for Exfiltration'],credential-access :: T1555.003,operation__atomic_windows_depfalse_pshtrue__t1555_003__credential-access__credentials_from_password_stores-_credentials_from_web_browsers__679ef375ad2b361965500392419d084c__SAVED_2024-03-09_014129,atomic_windows_depfalse_pshtrue__t1555_003__credential-access__credentials_from_password_stores-_credentials_from_web_browsers__679ef375ad2b361965500392419d084c,['679ef375ad2b361965500392419d084c'],['Simulating access to Windows Firefox Login Data']
Fixed,credential-access,credential-access :: Credentials from Password Stores: Credentials from Web Browsers,credential-access :: ['Simulating access to Opera Login Data'],credential-access :: T1555.003,operation__atomic_windows_depfalse_pshtrue__t1555_003__credential-access__credentials_from_password_stores-_credentials_from_web_browsers__1cca72410c2849070d833700fcc30c59__SAVED_2024-03-09_011449,atomic_windows_depfalse_pshtrue__t1555_003__credential-access__credentials_from_password_stores-_credentials_from_web_browsers__1cca72410c2849070d833700fcc30c59,['1cca72410c2849070d833700fcc30c59'],['Simulating access to Opera Login Data']
Fixed,defense-evasion,defense-evasion :: Subvert Trust Controls: Mark-of-the-Web Bypass,defense-evasion :: ['Mount an ISO image and run executable from the ISO'],defense-evasion :: T1553.005,operation__atomic_windows_depfalse_pshtrue__t1553_005__defense-evasion__subvert_trust_controls-_mark-of-the-web_bypass__d2e0c0165046372fcd5e2bf910eeb477__SAVED_2024-03-09_010126,atomic_windows_depfalse_pshtrue__t1553_005__defense-evasion__subvert_trust_controls-_mark-of-the-web_bypass__d2e0c0165046372fcd5e2bf910eeb477,['d2e0c0165046372fcd5e2bf910eeb477'],['Execute LNK file from ISO']
Fixed,defense-evasion,defense-evasion :: Subvert Trust Controls: Mark-of-the-Web Bypass,defense-evasion :: ['Remove the Zone.Identifier alternate data stream'],defense-evasion :: T1553.005,operation__atomic_windows_depfalse_pshtrue__t1553_005__defense-evasion__subvert_trust_controls-_mark-of-the-web_bypass__9b3194cc656092b09f4d79ba3d3a3277__SAVED_2024-03-09_005445,atomic_windows_depfalse_pshtrue__t1553_005__defense-evasion__subvert_trust_controls-_mark-of-the-web_bypass__9b3194cc656092b09f4d79ba3d3a3277,['9b3194cc656092b09f4d79ba3d3a3277'],['Mount an ISO image and run executable from the ISO']
Fixed,defense-evasion,defense-evasion :: Subvert Trust Controls: Mark-of-the-Web Bypass,defense-evasion :: ['Mount ISO image'],defense-evasion :: T1553.005,operation__atomic_windows_depfalse_pshtrue__t1553_005__defense-evasion__subvert_trust_controls-_mark-of-the-web_bypass__7f0f5471543a6f188b0fbdc436c49fd9__SAVED_2024-03-09_004802,atomic_windows_depfalse_pshtrue__t1553_005__defense-evasion__subvert_trust_controls-_mark-of-the-web_bypass__7f0f5471543a6f188b0fbdc436c49fd9,['7f0f5471543a6f188b0fbdc436c49fd9'],['Remove the Zone.Identifier alternate data stream']
Fixed,defense-evasion,defense-evasion :: Subvert Trust Controls: Install Root Certificate,defense-evasion :: ['Install root CA on Windows'],defense-evasion :: T1553.004,operation__atomic_windows_depfalse_pshtrue__t1553_005__defense-evasion__subvert_trust_controls-_mark-of-the-web_bypass__3c9dee6c65974cc3b4f34d0a5d1b6992__SAVED_2024-03-09_004120,atomic_windows_depfalse_pshtrue__t1553_005__defense-evasion__subvert_trust_controls-_mark-of-the-web_bypass__3c9dee6c65974cc3b4f34d0a5d1b6992,['3c9dee6c65974cc3b4f34d0a5d1b6992'],['Mount ISO image']
Fixed,multiple,multiple :: Active Setup,"multiple :: [""HKLM - re-execute 'Internet Explorer Core Fonts' StubPath payload by decreasing version number""]",multiple :: T1547.014,operation__atomic_windows_depfalse_pshtrue__t1547_014__multiple__active_setup__7ad5840a79f3259965fa28835dda93c4__SAVED_2024-03-08_210642,atomic_windows_depfalse_pshtrue__t1547_014__multiple__active_setup__7ad5840a79f3259965fa28835dda93c4,['7ad5840a79f3259965fa28835dda93c4'],"[""HKLM - re-execute 'Internet Explorer Core Fonts' StubPath payload by decreasing version number""]"
Fixed,multiple,multiple :: Boot or Logon Autostart Execution: Print Processors,multiple :: ['Print Processors'],multiple :: T1547.012,operation__atomic_windows_depfalse_pshtrue__t1547_012__multiple__boot_or_logon_autostart_execution-_print_processors__b2725f4e411b9328aa73fe54501a7564__SAVED_2024-03-08_205313,atomic_windows_depfalse_pshtrue__t1547_012__multiple__boot_or_logon_autostart_execution-_print_processors__b2725f4e411b9328aa73fe54501a7564,['b2725f4e411b9328aa73fe54501a7564'],['Print Processors']
Fixed,multiple,multiple :: Time Providers,multiple :: ['Create a new time provider'],multiple :: T1547.003,operation__atomic_windows_depfalse_pshtrue__t1547_003__multiple__time_providers__23daed0787180c7f2ffbc20528570749__SAVED_2024-03-08_193228,atomic_windows_depfalse_pshtrue__t1547_003__multiple__time_providers__23daed0787180c7f2ffbc20528570749,['23daed0787180c7f2ffbc20528570749'],['Create a new time provider']
Fixed,multiple,multiple :: Time Providers,multiple :: ['Edit an existing time provider'],multiple :: T1547.003,operation__atomic_windows_depfalse_pshtrue__t1547_003__multiple__time_providers__7a4867f379d79c82f217108c48bdbf33__SAVED_2024-03-08_193913,atomic_windows_depfalse_pshtrue__t1547_003__multiple__time_providers__7a4867f379d79c82f217108c48bdbf33,['7a4867f379d79c82f217108c48bdbf33'],['Edit an existing time provider']
Fixed,multiple,multiple :: Authentication Package,multiple :: ['Authentication Package'],multiple :: T1547.002,operation__atomic_windows_depfalse_pshtrue__t1547_002__multiple__authentication_package__7197a8fcd7e833f42251ee3eddaa87c1__SAVED_2024-03-08_192543,atomic_windows_depfalse_pshtrue__t1547_002__multiple__authentication_package__7197a8fcd7e833f42251ee3eddaa87c1,['7197a8fcd7e833f42251ee3eddaa87c1'],['Authentication Package']
Fixed,multiple,multiple :: Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,multiple :: ['Suspicious jse file run from startup Folder'],multiple :: T1547.001,"operation__atomic_windows_depfalse_pshtrue__t1547_001__multiple__boot_or_logon_autostart_execution-_registry_run_keys_,_startup_folder__fef50b36806647cb5a5511ae48f7e56f__SAVED_2024-03-08_191859","atomic_windows_depfalse_pshtrue__t1547_001__multiple__boot_or_logon_autostart_execution-_registry_run_keys_,_startup_folder__fef50b36806647cb5a5511ae48f7e56f",['fef50b36806647cb5a5511ae48f7e56f'],['Suspicious jse file run from startup Folder']
Fixed,multiple,multiple :: Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,multiple :: ['Suspicious vbs file run from startup Folder'],multiple :: T1547.001,"operation__atomic_windows_depfalse_pshtrue__t1547_001__multiple__boot_or_logon_autostart_execution-_registry_run_keys_,_startup_folder__3b631d04243ac011df9f91cd07025180__SAVED_2024-03-08_184516","atomic_windows_depfalse_pshtrue__t1547_001__multiple__boot_or_logon_autostart_execution-_registry_run_keys_,_startup_folder__3b631d04243ac011df9f91cd07025180",['3b631d04243ac011df9f91cd07025180'],['Suspicious vbs file run from startup Folder']
Fixed,multiple,multiple :: Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,multiple :: ['Suspicious bat file run from startup Folder'],multiple :: T1547.001,"operation__atomic_windows_depfalse_pshtrue__t1547_001__multiple__boot_or_logon_autostart_execution-_registry_run_keys_,_startup_folder__03a127453d425bf1fd8dc9af1ed7ddce__SAVED_2024-03-08_175817","atomic_windows_depfalse_pshtrue__t1547_001__multiple__boot_or_logon_autostart_execution-_registry_run_keys_,_startup_folder__03a127453d425bf1fd8dc9af1ed7ddce",['03a127453d425bf1fd8dc9af1ed7ddce'],['Suspicious bat file run from startup Folder']
Fixed,multiple,multiple :: Event Triggered Execution: Application Shimming,multiple :: ['New shim database files created in the default shim database directory'],multiple :: T1546.011,operation__atomic_windows_depfalse_pshtrue__t1546_011__multiple__event_triggered_execution-_application_shimming__a967003ff25bdd94030cdd885feb25d7__SAVED_2024-03-08_163812,atomic_windows_depfalse_pshtrue__t1546_011__multiple__event_triggered_execution-_application_shimming__a967003ff25bdd94030cdd885feb25d7,['a967003ff25bdd94030cdd885feb25d7'],['New shim database files created in the default shim database directory']
Fixed,multiple,multiple :: Create or Modify System Process: Windows Service,multiple :: ['Service Installation PowerShell'],multiple :: T1543.003,operation__atomic_windows_depfalse_pshtrue__t1543_003__multiple__create_or_modify_system_process-_windows_service__7030b003cc5646c7cc83410d2f057575__SAVED_2024-03-08_155836,atomic_windows_depfalse_pshtrue__t1543_003__multiple__create_or_modify_system_process-_windows_service__7030b003cc5646c7cc83410d2f057575,['7030b003cc5646c7cc83410d2f057575'],['Service Installation PowerShell']
Fixed,credential-access,credential-access :: Steal Web Session Cookie,credential-access :: ['Steal Chrome Cookies (Windows)'],credential-access :: T1539,operation__atomic_windows_depfalse_pshtrue__t1539__credential-access__steal_web_session_cookie__126aaf80c6a232eaf08dcef3163d4aed__SAVED_2024-03-08_154527,atomic_windows_depfalse_pshtrue__t1539__credential-access__steal_web_session_cookie__126aaf80c6a232eaf08dcef3163d4aed,['126aaf80c6a232eaf08dcef3163d4aed'],['Steal Chrome Cookies (Windows)']
Fixed,impact,impact :: Data Destruction,impact :: ['Windows - Overwrite file with SysInternals SDelete'],impact :: T1485,operation__atomic_windows_depfalse_pshtrue__t1485__impact__data_destruction__b74b60096fb49650e27e470047a2b9c9__SAVED_2024-03-08_134018,atomic_windows_depfalse_pshtrue__t1485__impact__data_destruction__b74b60096fb49650e27e470047a2b9c9,['b74b60096fb49650e27e470047a2b9c9'],['Windows - Overwrite file with SysInternals SDelete']
Fixed,command-and-control,command-and-control :: Remote Access Software,command-and-control :: ['UltraVNC Execution'],command-and-control :: T1219,operation__atomic_windows_depfalse_pshtrue__t1219__command-and-control__remote_access_software__820a346b2b676b51338c1170b675f76b__SAVED_2024-03-08_043106,atomic_windows_depfalse_pshtrue__t1219__command-and-control__remote_access_software__820a346b2b676b51338c1170b675f76b,['820a346b2b676b51338c1170b675f76b'],['UltraVNC Execution']
Fixed,credential-access,credential-access :: Forced Authentication,credential-access :: ['PetitPotam'],credential-access :: T1187,operation__atomic_windows_depfalse_pshtrue__t1187__credential-access__forced_authentication__608b7021a5b8369e9fd858feba6f5611__SAVED_2024-03-07_222133,atomic_windows_depfalse_pshtrue__t1187__credential-access__forced_authentication__608b7021a5b8369e9fd858feba6f5611,['608b7021a5b8369e9fd858feba6f5611'],['PetitPotam']
Fixed,multiple,multiple :: Access Token Manipulation: Parent PID Spoofing,multiple :: ['Parent PID Spoofing using PowerShell'],multiple :: T1134.004,operation__atomic_windows_depfalse_pshtrue__t1134_004__multiple__access_token_manipulation-_parent_pid_spoofing__a515bb54fd6e14b78297814875f3c73b__SAVED_2024-03-07_211239,atomic_windows_depfalse_pshtrue__t1134_004__multiple__access_token_manipulation-_parent_pid_spoofing__a515bb54fd6e14b78297814875f3c73b,['a515bb54fd6e14b78297814875f3c73b'],['Parent PID Spoofing using PowerShell']
Fixed,multiple,multiple :: Create Process with Token,multiple :: ['Access Token Manipulation'],multiple :: T1134.002,operation__atomic_windows_depfalse_pshtrue__t1134_002__multiple__create_process_with_token__163fd8a878476002c604d0fe4e32a419__SAVED_2024-03-07_204510,atomic_windows_depfalse_pshtrue__t1134_002__multiple__create_process_with_token__163fd8a878476002c604d0fe4e32a419,['163fd8a878476002c604d0fe4e32a419'],['Access Token Manipulation']
Fixed,multiple,multiple :: Access Token Manipulation: Token Impersonation/Theft,multiple :: ['Launch NSudo Executable'],multiple :: T1134.001,"operation__atomic_windows_depfalse_pshtrue__t1134_001__multiple__access_token_manipulation-_token_impersonation,theft__81289b3d78d06c14b816f7644b1d9f8b__SAVED_2024-03-07_202435","atomic_windows_depfalse_pshtrue__t1134_001__multiple__access_token_manipulation-_token_impersonation,theft__81289b3d78d06c14b816f7644b1d9f8b",['81289b3d78d06c14b816f7644b1d9f8b'],['Launch NSudo Executable']
Fixed,multiple,multiple :: External Remote Services,multiple :: ['Running Chrome VPN Extensions via the Registry 2 vpn extension'],multiple :: T1133,operation__atomic_windows_depfalse_pshtrue__t1133__multiple__external_remote_services__ff4e1ea516f781a6ef93323ba9dfac0a__SAVED_2024-03-07_201047,atomic_windows_depfalse_pshtrue__t1133__multiple__external_remote_services__ff4e1ea516f781a6ef93323ba9dfac0a,['ff4e1ea516f781a6ef93323ba9dfac0a'],['Running Chrome VPN Extensions via the Registry 2 vpn extension']
Fixed,defense-evasion,defense-evasion :: Modify Registry,defense-evasion :: ['Disable Windows CMD application'],defense-evasion :: T1112,operation__atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__86993ae14d75a6da421c0d98c3facd61__SAVED_2024-03-07_182754,atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__86993ae14d75a6da421c0d98c3facd61,['86993ae14d75a6da421c0d98c3facd61'],['Disable Windows CMD application']
Fixed,discovery,discovery :: File and Directory Discovery,discovery :: ['Launch DirLister Executable'],discovery :: T1083,operation__atomic_windows_depfalse_pshtrue__t1083__discovery__file_and_directory_discovery__abc280f400f218aa1f4d5efe3c9e8228__SAVED_2024-03-07_125208,atomic_windows_depfalse_pshtrue__t1083__discovery__file_and_directory_discovery__abc280f400f218aa1f4d5efe3c9e8228,['abc280f400f218aa1f4d5efe3c9e8228'],['Launch DirLister Executable']
Fixed,command-and-control,command-and-control :: Application Layer Protocol: DNS,command-and-control :: ['DNS Long Domain Query'],command-and-control :: T1071.004,operation__atomic_windows_depfalse_pshtrue__t1071_004__command-and-control__application_layer_protocol-_dns__ce2eccff2f1de0096efa0da778a7e27c__SAVED_2024-03-07_092059,atomic_windows_depfalse_pshtrue__t1071_004__command-and-control__application_layer_protocol-_dns__ce2eccff2f1de0096efa0da778a7e27c,['ce2eccff2f1de0096efa0da778a7e27c'],['DNS Long Domain Query']
Fixed,defense-evasion,defense-evasion :: Indicator Removal on Host: Timestomp,defense-evasion :: ['Windows - Modify file last modified timestamp with PowerShell'],defense-evasion :: T1070.006,operation__atomic_windows_depfalse_pshtrue__t1070_006__defense-evasion__indicator_removal_on_host-_timestomp__f1dcadde207fafe338ae3eb48805f23c__SAVED_2024-03-07_082530,atomic_windows_depfalse_pshtrue__t1070_006__defense-evasion__indicator_removal_on_host-_timestomp__f1dcadde207fafe338ae3eb48805f23c,['f1dcadde207fafe338ae3eb48805f23c'],['Windows - Modify file last modified timestamp with PowerShell']
Fixed,defense-evasion,defense-evasion :: Indicator Removal on Host: Timestomp,defense-evasion :: ['Windows - Modify file last access timestamp with PowerShell'],defense-evasion :: T1070.006,operation__atomic_windows_depfalse_pshtrue__t1070_006__defense-evasion__indicator_removal_on_host-_timestomp__68ce066d07960123ccd981dd8c38a7c1__SAVED_2024-03-07_081852,atomic_windows_depfalse_pshtrue__t1070_006__defense-evasion__indicator_removal_on_host-_timestomp__68ce066d07960123ccd981dd8c38a7c1,['68ce066d07960123ccd981dd8c38a7c1'],['Windows - Modify file last access timestamp with PowerShell']
Fixed,defense-evasion,defense-evasion :: Indicator Removal on Host: Timestomp,defense-evasion :: ['Windows - Timestomp a File'],defense-evasion :: T1070.006,operation__atomic_windows_depfalse_pshtrue__t1070_006__defense-evasion__indicator_removal_on_host-_timestomp__08a146a382df6fea9fa2275073e9d245__SAVED_2024-03-07_080535,atomic_windows_depfalse_pshtrue__t1070_006__defense-evasion__indicator_removal_on_host-_timestomp__08a146a382df6fea9fa2275073e9d245,['08a146a382df6fea9fa2275073e9d245'],['Windows - Timestomp a File']
Fixed,defense-evasion,defense-evasion :: Indicator Removal on Host: Timestomp,defense-evasion :: ['Windows - Modify file creation timestamp with PowerShell'],defense-evasion :: T1070.006,operation__atomic_windows_depfalse_pshtrue__t1070_006__defense-evasion__indicator_removal_on_host-_timestomp__1f2da2639fcd636ef1c7ead72de4469f__SAVED_2024-03-07_081213,atomic_windows_depfalse_pshtrue__t1070_006__defense-evasion__indicator_removal_on_host-_timestomp__1f2da2639fcd636ef1c7ead72de4469f,['1f2da2639fcd636ef1c7ead72de4469f'],['Windows - Modify file creation timestamp with PowerShell']
